entity_id,entity_type,year,address
E001386,insurer,2002,993 Quartz St
E001387,lab,2014,202 Cedar Rd
E001388,forwarder,1990,34 Foundry St
E001389,forwarder,2012,847 Quartz Ave
E001390,broker,2005,81 Harbor Ave
E001391,broker,1993,56 Foundry Blvd
E001392,insurer,2007,542 Quartz Ave
E001393,insurer,2021,184 Harbor Rd
E001394,lab,2023,418 Cedar Ave
E001395,broker,2012,851 Quartz Blvd
E001396,lab,2007,188 Canal Rd
E001397,lab,2003,304 Quartz St
E001398,firm,2013,618 Foundry St
E001399,firm,2011,981 Canal Blvd
E001400,broker,2002,622 Harbor St
E001401,lab,2024,896 Canal St
E001402,forwarder,1992,598 Quartz St
E001403,broker,2001,429 Cedar Ave
E001404,firm,2015,357 Foundry Ave
E001405,forwarder,2006,910 Canal Blvd
E001406,broker,1992,596 Harbor Ave
E001407,firm,2001,96 Quartz Blvd
E001408,insurer,2006,174 Canal Ave
E001409,forwarder,2025,168 Quartz Rd
E001410,broker,2021,950 Canal Blvd
E001411,firm,2003,681 Cedar Ave
E001412,forwarder,2002,717 Foundry Rd
E001413,broker,1995,565 Foundry Blvd
E001414,lab,2016,782 Canal Rd
E001415,broker,2015,878 Harbor St
E001416,firm,1994,790 Cedar St
E001417,insurer,1995,348 Quartz Rd
E001418,insurer,2002,958 Harbor Blvd
E001419,forwarder,2004,863 Cedar Ave
E001420,firm,1992,333 Quartz St
E001421,forwarder,1995,129 Quartz St
E001422,firm,2013,699 Canal St
E001423,forwarder,2015,757 Canal St
E001424,insurer,1996,722 Canal St
E001425,forwarder,1997,252 Quartz Ave
E001426,insurer,2010,906 Harbor Rd
E001427,broker,2014,578 Cedar St
E001428,firm,2002,475 Cedar St
E001429,lab,2024,531 Canal Rd
E001430,broker,2016,992 Cedar Rd
E001431,forwarder,2022,894 Cedar Ave
E001432,forwarder,2017,504 Canal Ave
E001433,broker,2012,256 Cedar Ave
E001434,insurer,2015,756 Quartz Ave
E001435,forwarder,2013,960 Canal Ave
E001436,forwarder,2009,529 Foundry Rd
E001437,firm,1996,70 Foundry Ave
E001438,firm,2000,697 Cedar St
E001439,insurer,1994,839 Canal Blvd
E001440,lab,2016,971 Cedar Ave
E001441,broker,2014,561 Harbor Blvd
E001442,broker,2017,209 Harbor Ave
E001443,broker,2011,375 Harbor Blvd
E001444,lab,2022,91 Foundry Rd
E001445,insurer,2008,334 Canal Rd
E001446,broker,2022,566 Quartz Ave
E001447,insurer,1994,472 Cedar Rd
E001448,lab,2013,990 Foundry Ave
E001449,forwarder,2022,82 Canal Rd
E001450,broker,1993,694 Canal Blvd
E001451,forwarder,1993,263 Cedar Blvd
E001452,firm,2002,946 Quartz Rd
E001453,broker,2013,568 Quartz Blvd
E001454,forwarder,2019,457 Quartz Rd
E001455,insurer,2025,391 Cedar Rd
E001456,firm,2015,13 Canal St
E001457,forwarder,2006,345 Canal Ave
E001458,broker,1991,332 Canal Rd
E001459,broker,1991,701 Cedar St
E001460,firm,2025,941 Cedar Blvd
E001461,firm,1993,870 Cedar Ave
E001462,firm,2024,153 Cedar Blvd
E001463,forwarder,2009,480 Canal Rd
E001464,firm,2007,889 Harbor Rd
E001465,broker,2009,943 Quartz Blvd
E001466,broker,1990,973 Quartz Ave
E001467,firm,1993,587 Cedar Rd
E001468,lab,2013,871 Cedar Rd
E001469,broker,2011,654 Cedar Rd
E001470,lab,2020,215 Foundry St
E001471,insurer,2025,982 Quartz Rd
E001472,firm,2013,755 Foundry Rd
E001473,forwarder,2019,761 Cedar Blvd
E001474,insurer,2021,523 Cedar Blvd
E001475,lab,2024,324 Quartz Blvd
E001476,forwarder,1998,550 Cedar Rd
E001477,lab,1994,478 Foundry Ave
E001478,forwarder,2015,34 Harbor Rd
E001479,broker,2023,772 Cedar St
E001480,insurer,2016,884 Canal Rd
E001481,insurer,1997,815 Foundry St
E001482,insurer,1996,781 Harbor Ave
E001483,lab,1992,886 Cedar Rd
E001484,lab,2002,804 Cedar St
E001485,lab,2011,603 Quartz St
E001486,insurer,2008,44 Harbor St
E001487,firm,2025,469 Canal Rd
E001488,firm,2002,378 Quartz Blvd
E001489,firm,1992,179 Canal Ave
E001490,broker,2014,189 Cedar Ave
E001491,forwarder,1994,870 Harbor Ave
E001492,broker,2025,180 Harbor Rd
E001493,lab,2001,782 Harbor Rd
E001494,broker,2023,456 Harbor St
E001495,forwarder,2003,811 Cedar Blvd
E001496,lab,2016,797 Quartz Blvd
E001497,forwarder,2004,292 Harbor Ave
E001498,lab,2021,585 Cedar Rd
E001499,insurer,2014,603 Harbor St
E001500,lab,2009,193 Cedar Ave
E001501,broker,2021,299 Foundry Rd
E001502,forwarder,2024,403 Harbor St
E001503,firm,1997,949 Canal Rd
E001504,insurer,1997,400 Harbor Rd
E001505,lab,2008,550 Quartz Blvd
E001506,insurer,2023,741 Harbor Blvd
E001507,broker,1997,275 Canal Rd
E001508,broker,2013,777 Cedar St
E001509,insurer,2020,557 Canal Blvd
E001510,insurer,1994,875 Foundry St
E001511,lab,2020,81 Quartz Blvd
E001512,forwarder,1990,927 Foundry St
E001513,firm,1992,310 Quartz Rd
E001514,forwarder,2022,670 Cedar Rd
E001515,lab,2014,942 Harbor Rd
E001516,insurer,2017,581 Harbor St
E001517,insurer,1993,248 Harbor St
E001518,firm,2022,389 Quartz Blvd
E001519,broker,2017,475 Foundry Ave
E001520,lab,1992,80 Canal Ave
E001521,insurer,2015,911 Foundry Ave
E001522,broker,1993,69 Canal Ave
E001523,lab,2001,647 Canal St
E001524,insurer,2000,797 Harbor St
E001525,forwarder,1996,546 Foundry St
E001526,firm,1997,820 Canal St
E001527,lab,2019,634 Foundry Blvd
E001528,forwarder,2001,507 Canal Blvd
E001529,firm,1993,429 Foundry Rd
E001530,lab,2014,779 Harbor Ave
E001531,lab,1999,650 Foundry St
E001532,lab,2007,685 Harbor St
E001533,broker,1996,707 Harbor Blvd
E001534,forwarder,2008,619 Quartz Rd
E001535,lab,2024,660 Canal St
E001536,lab,2018,202 Cedar St
E001537,firm,2007,187 Canal Ave
E001538,insurer,1992,334 Cedar Blvd
E001539,firm,2017,905 Harbor Ave
E001540,lab,2009,737 Canal St
E001541,firm,2012,888 Quartz Blvd
E001542,forwarder,2017,247 Quartz Blvd
E001543,broker,2018,528 Quartz St
E001544,lab,2021,564 Quartz Blvd
E001545,forwarder,2011,738 Harbor Blvd
E001546,lab,1998,579 Cedar Ave
E001547,lab,2020,128 Canal Ave
E001548,firm,2019,628 Harbor St
E001549,lab,2010,295 Quartz St
E001550,broker,2015,703 Cedar Rd
E001551,broker,2014,566 Canal Rd
E001552,firm,1997,915 Harbor St
E001553,broker,1998,662 Quartz Blvd
E001554,insurer,2005,497 Harbor St
E001555,broker,2025,973 Harbor Blvd
E001556,lab,2008,530 Harbor Blvd
E001557,broker,1997,325 Canal Blvd
E001558,lab,1995,613 Quartz Ave
E001559,firm,2019,981 Foundry St
E001560,broker,2024,582 Cedar St
E001561,insurer,1991,658 Canal Ave
E001562,firm,2005,838 Canal Rd
E001563,broker,2006,164 Quartz Blvd
E001564,forwarder,2025,443 Canal Rd
E001565,broker,2000,490 Quartz Blvd
E001566,lab,1990,188 Cedar Blvd
E001567,firm,1994,964 Quartz Rd
E001568,broker,2004,572 Foundry Blvd
E001569,forwarder,2007,753 Harbor Rd
E001570,broker,1995,48 Canal Ave
E001571,broker,2009,947 Cedar Blvd
E001572,firm,1997,564 Foundry St
E001573,forwarder,1997,589 Harbor Rd
E001574,lab,2007,514 Canal Rd
E001575,insurer,2009,328 Canal Rd
E001576,broker,2009,826 Cedar Rd
E001577,firm,2018,319 Quartz Ave
E001578,forwarder,2009,805 Quartz Rd
E001579,forwarder,2006,16 Cedar Blvd
E001580,firm,2004,358 Canal Blvd
E001581,firm,1995,262 Cedar Ave
E001582,broker,2001,423 Cedar Ave
E001583,lab,1997,504 Quartz Ave
E001584,insurer,2014,148 Harbor St
E001585,forwarder,2013,216 Quartz Rd
E001586,firm,1990,825 Cedar Rd
E001587,firm,1995,150 Quartz Blvd
E001588,lab,2000,208 Canal Ave
E001589,firm,2012,319 Cedar Blvd
E001590,lab,2021,391 Harbor Blvd
E001591,broker,2008,434 Harbor Ave
E001592,forwarder,2005,494 Canal St
E001593,broker,1993,324 Harbor Ave
E001594,broker,2019,825 Cedar Ave
E001595,firm,2000,580 Foundry Ave
E001596,insurer,2005,972 Quartz Rd
E001597,broker,2002,306 Harbor St
E001598,insurer,1997,884 Foundry Blvd
E001599,lab,2007,526 Foundry Blvd
E001600,forwarder,2024,868 Harbor Ave
E001601,broker,2022,599 Foundry Ave
E001602,broker,2017,815 Canal St
E001603,firm,2000,102 Quartz St
E001604,insurer,2018,798 Canal Blvd
E001605,broker,2024,586 Harbor St
E001606,insurer,1992,890 Foundry Rd
E001607,insurer,2022,50 Harbor Ave
E001608,broker,2013,156 Cedar St
E001609,insurer,1997,352 Canal Ave
E001610,forwarder,1993,999 Harbor Blvd
E001611,broker,2021,755 Foundry Blvd
E001612,insurer,2012,300 Cedar Blvd
E001613,broker,1995,88 Harbor Ave
E001614,firm,2022,526 Harbor Blvd
E001615,broker,2023,445 Harbor Blvd
E001616,broker,2000,356 Canal Blvd
E001617,broker,2008,184 Canal St
E001618,insurer,2015,945 Quartz Ave
E001619,lab,1994,560 Canal Blvd
E001620,insurer,1996,331 Canal Blvd
E001621,firm,2015,668 Cedar Blvd
E001622,insurer,1994,684 Quartz Blvd
E001623,lab,1990,308 Cedar Rd
E001624,lab,1994,449 Quartz Ave
E001625,broker,2022,771 Quartz Blvd
E001626,firm,2001,761 Foundry St
E001627,insurer,2016,584 Quartz Ave
E001628,firm,2018,808 Canal St
E001629,insurer,2022,374 Harbor Rd
E001630,insurer,2023,292 Canal Rd
E001631,lab,2010,219 Canal Blvd
E001632,insurer,2007,306 Foundry Rd
E001633,lab,1995,811 Harbor Rd
E001634,broker,2002,89 Harbor Ave
E001635,firm,1996,128 Cedar St
E001636,insurer,2021,713 Cedar Blvd
E001637,firm,2001,40 Canal St
E001638,insurer,2022,540 Foundry Blvd
E001639,firm,2000,986 Harbor Blvd
E001640,lab,2003,371 Cedar St
E001641,broker,2014,68 Cedar Ave
E001642,forwarder,2006,789 Quartz Ave
E001643,firm,2023,364 Canal Blvd
E001644,broker,1998,49 Harbor Blvd
E001645,forwarder,2017,571 Cedar Blvd
E001646,broker,2022,501 Quartz St
E001647,forwarder,1995,953 Foundry Blvd
E001648,broker,2003,622 Harbor Blvd
E001649,broker,1999,401 Cedar Ave
E001650,forwarder,2003,608 Cedar Blvd
E001651,lab,1994,259 Cedar Ave
E001652,lab,2005,16 Quartz St
E001653,insurer,2014,201 Foundry Ave
E001654,lab,2022,193 Canal St
E001655,insurer,2010,60 Harbor Blvd
E001656,insurer,2007,256 Quartz St
E001657,forwarder,2000,505 Cedar Rd
E001658,lab,2023,133 Canal Ave
E001659,firm,2009,175 Cedar Blvd
E001660,forwarder,2025,907 Harbor Blvd
E001661,forwarder,1999,374 Harbor Rd
E001662,lab,2010,119 Cedar St
E001663,insurer,2003,360 Harbor Blvd
E001664,lab,2000,627 Quartz Blvd
E001665,lab,1992,294 Cedar St
E001666,lab,1991,424 Foundry St
E001667,firm,2023,270 Quartz Ave
E001668,insurer,2003,100 Cedar St
E001669,lab,2023,383 Harbor Blvd
E001670,firm,2005,971 Canal St
E001671,lab,2001,292 Quartz Rd
E001672,firm,2005,391 Harbor Ave
E001673,broker,2007,297 Harbor Ave
E001674,lab,1999,498 Foundry St
E001675,broker,2012,489 Foundry Rd
E001676,broker,2025,839 Canal Rd
E001677,firm,2006,490 Canal Ave
E001678,broker,2018,450 Canal St
E001679,firm,2008,412 Cedar St
E001680,firm,2019,317 Canal Ave
E001681,broker,2017,969 Quartz Rd
E001682,broker,1999,154 Quartz Ave
E001683,broker,2022,205 Foundry Blvd
E001684,broker,1993,678 Harbor St
E001685,firm,2020,648 Quartz Rd
E001686,firm,2016,433 Canal Blvd
E001687,broker,1993,221 Canal Rd
E001688,lab,2001,154 Cedar Ave
E001689,lab,2012,53 Canal Rd
E001690,lab,2003,777 Canal St
E001691,forwarder,2021,978 Cedar Rd
E001692,broker,2012,188 Canal St
E001693,insurer,1995,173 Cedar Rd
E001694,broker,2005,797 Quartz Ave
E001695,firm,2019,501 Cedar Rd
E001696,lab,2009,648 Quartz St
E001697,lab,2024,816 Foundry Rd
E001698,lab,2017,734 Foundry Rd
E001699,lab,1994,447 Foundry Blvd
E001700,firm,1998,413 Quartz St
E001701,firm,2009,868 Foundry Rd
E001702,firm,2022,730 Harbor Ave
E001703,firm,2018,621 Cedar Ave
E001704,broker,2013,381 Quartz Ave
E001705,forwarder,2006,238 Cedar Ave
E001706,lab,2020,439 Cedar Rd
E001707,firm,2006,622 Quartz St
E001708,forwarder,2001,449 Cedar Rd
E001709,firm,2023,744 Canal Blvd
E001710,forwarder,2011,615 Cedar Blvd
E001711,insurer,2015,377 Canal St
E001712,broker,2023,478 Cedar Blvd
E001713,forwarder,2010,61 Harbor Rd
E001714,firm,2017,921 Quartz Rd
E001715,lab,2025,675 Cedar Blvd
E001716,lab,2010,389 Harbor Rd
E001717,insurer,1992,197 Canal St
E001718,insurer,2002,408 Quartz Rd
E001719,insurer,2015,637 Cedar Rd
E001720,firm,2002,359 Harbor Blvd
E001721,firm,2016,289 Canal St
E001722,insurer,2008,557 Foundry Ave
E001723,firm,2023,210 Cedar Blvd
E001724,insurer,2004,140 Foundry Blvd
E001725,firm,1999,874 Quartz Rd
E001726,broker,2013,74 Foundry St
E001727,forwarder,2011,417 Quartz Rd
E001728,broker,2003,181 Harbor Ave
E001729,broker,2015,381 Quartz Ave
E001730,broker,1999,462 Harbor Rd
E001731,broker,2005,368 Harbor Rd
E001732,broker,2019,802 Harbor Blvd
E001733,broker,1995,901 Canal Ave
E001734,firm,2012,645 Quartz Ave
E001735,firm,2019,324 Canal Rd
E001736,forwarder,2013,930 Quartz St
E001737,firm,2012,270 Harbor St
E001738,firm,2016,786 Foundry Ave
E001739,lab,1990,271 Harbor Ave
E001740,firm,1992,97 Cedar Rd
E001741,broker,2001,171 Foundry Ave
E001742,firm,2008,23 Quartz Ave
E001743,forwarder,2018,92 Foundry Rd
E001744,lab,1995,778 Canal Blvd
E001745,firm,2015,662 Quartz Ave
E001746,lab,2010,778 Harbor Ave
E001747,firm,2019,740 Harbor Blvd
E001748,insurer,2001,714 Cedar Rd
E001749,insurer,2013,949 Foundry St
E001750,lab,2014,244 Foundry Rd
E001751,insurer,2019,509 Foundry Blvd
E001752,firm,2002,588 Cedar Blvd
E001753,forwarder,1999,269 Foundry Rd
E001754,lab,1998,248 Harbor Ave
E001755,broker,2011,675 Cedar St
E001756,firm,2014,211 Quartz Ave
E001757,insurer,1999,361 Harbor Blvd
E001758,insurer,1993,902 Harbor Blvd
E001759,broker,2008,709 Canal St
E001760,insurer,2011,481 Canal Ave
E001761,broker,1997,754 Cedar Blvd
E001762,broker,2022,309 Harbor Rd
E001763,broker,1994,269 Cedar Rd
E001764,forwarder,2014,773 Canal Blvd
E001765,lab,2000,910 Quartz St
E001766,forwarder,2019,339 Foundry St
E001767,firm,2011,846 Cedar Rd
E001768,insurer,2022,610 Canal Blvd
E001769,firm,1997,147 Canal St
E001770,firm,1996,702 Canal Ave
E001771,firm,2001,500 Quartz Blvd
E001772,forwarder,2025,722 Quartz Ave
E001773,firm,2012,401 Harbor Blvd
E001774,insurer,2005,156 Cedar Ave
E001775,lab,2007,379 Foundry Ave
E001776,forwarder,2009,631 Canal Ave
E001777,lab,1995,80 Cedar Blvd
E001778,forwarder,1996,799 Foundry Blvd
E001779,forwarder,2010,199 Canal Rd
E001780,broker,2013,51 Canal Blvd
E001781,firm,2001,488 Foundry Ave
E001782,lab,1996,702 Harbor Blvd
E001783,forwarder,1993,839 Quartz Ave
E001784,lab,2022,431 Harbor Ave
E001785,firm,2011,772 Cedar St
E001786,forwarder,1992,570 Quartz St
E001787,lab,2004,122 Foundry Rd
E001788,forwarder,2001,246 Canal Ave
E001789,lab,2011,918 Harbor Blvd
E001790,broker,2005,826 Foundry Rd
E001791,lab,2024,864 Canal Ave
E001792,lab,2012,72 Cedar Blvd
E001793,firm,1997,499 Canal Ave
E001794,lab,1994,949 Foundry Blvd
E001795,insurer,1997,845 Foundry Blvd
E001796,broker,2008,400 Quartz Blvd
E001797,firm,2004,110 Cedar Rd
E001798,lab,2025,973 Cedar Blvd
E001799,firm,2022,196 Cedar Ave
E001800,lab,1991,605 Quartz Rd
E001801,broker,2007,592 Canal Ave
E001802,forwarder,2016,147 Canal Ave
E001803,lab,1991,688 Cedar Blvd
E001804,insurer,1998,208 Foundry St
E001805,forwarder,2004,981 Cedar St
E001806,firm,2000,682 Foundry Rd
E001807,insurer,1997,569 Foundry Blvd
E001808,lab,2015,895 Foundry Blvd
E001809,lab,2014,695 Cedar Blvd
E001810,firm,2013,537 Harbor Ave
E001811,insurer,2013,527 Cedar St
E001812,lab,2014,382 Canal Rd
E001813,insurer,2016,936 Cedar Blvd
E001814,lab,2019,511 Cedar Ave
E001815,broker,2016,293 Foundry Rd
E001816,firm,1998,111 Harbor Rd
E001817,forwarder,1997,409 Cedar Ave
E001818,firm,2009,492 Foundry Rd
E001819,forwarder,2022,986 Harbor Ave
E001820,insurer,2006,898 Harbor Ave
E001821,firm,2019,714 Foundry Ave
E001822,lab,2012,493 Canal St
E001823,lab,2007,258 Quartz Ave
E001824,lab,2020,403 Canal Blvd
E001825,forwarder,2006,11 Quartz Rd
E001826,insurer,1991,652 Canal Ave
E001827,lab,2014,101 Cedar St
E001828,lab,2024,960 Canal Ave
E001829,insurer,2012,632 Quartz St
E001830,forwarder,2020,536 Foundry Ave
E001831,firm,1995,695 Quartz Ave
E001832,insurer,2023,821 Foundry Rd
E001833,insurer,2009,521 Canal St
E001834,forwarder,2008,577 Foundry Blvd
E001835,firm,2005,505 Harbor Ave
E001836,firm,2010,25 Cedar Rd
E001837,forwarder,1991,659 Cedar Rd
E001838,lab,2020,580 Quartz St
E001839,broker,2021,849 Cedar Ave
E001840,broker,2017,45 Harbor Ave
E001841,firm,2018,574 Quartz Blvd
E001842,lab,2009,270 Cedar St
E001843,firm,1999,254 Harbor Blvd
E001844,lab,2016,374 Foundry Rd
E001845,firm,2000,811 Harbor Rd
E001846,forwarder,2002,158 Canal Blvd
E001847,forwarder,2017,336 Cedar Ave
E001848,forwarder,1997,316 Canal St
E001849,insurer,2016,385 Foundry Blvd
E001850,insurer,2022,466 Foundry Rd
E001851,firm,2022,547 Cedar St
E001852,insurer,2010,220 Quartz Rd
E001853,firm,2005,31 Canal Blvd
E001854,firm,2019,756 Cedar Ave
E001855,lab,2020,244 Quartz St
E001856,broker,2005,63 Canal Rd
E001857,insurer,2009,690 Canal Rd
E001858,forwarder,1991,118 Cedar Ave
E001859,firm,2001,941 Cedar St
E001860,lab,1996,235 Quartz Blvd
E001861,broker,2019,394 Foundry St
E001862,lab,2012,341 Foundry Ave
E001863,insurer,1997,824 Foundry St
E001864,forwarder,2003,244 Cedar Ave
E001865,broker,1998,640 Canal St
E001866,broker,1993,691 Harbor Ave
E001867,broker,2013,28 Harbor Rd
E001868,broker,1998,124 Canal Ave
E001869,lab,2001,378 Harbor Blvd
E001870,firm,2025,536 Harbor Rd
E001871,firm,1994,764 Canal Ave
E001872,broker,2014,886 Quartz Rd
E001873,lab,2003,845 Canal Blvd
E001874,insurer,2006,863 Harbor St
E001875,lab,2023,812 Quartz St
E001876,firm,2011,548 Cedar Ave
E001877,firm,1995,936 Harbor Ave
E001878,broker,2009,976 Harbor St
E001879,firm,1995,704 Canal Blvd
E001880,insurer,2016,252 Cedar Blvd
E001881,forwarder,2002,483 Quartz Blvd
E001882,lab,1995,963 Harbor St
E001883,lab,1997,41 Foundry Ave
E001884,broker,1998,121 Quartz Ave
E001885,firm,2017,637 Canal Rd
E001886,broker,2011,127 Harbor Rd
E001887,broker,2013,470 Harbor Ave
E001888,forwarder,2008,868 Canal Blvd
E001889,firm,2020,868 Harbor St
E001890,forwarder,1998,516 Quartz Rd
E001891,broker,1994,414 Harbor Rd
E001892,broker,2007,956 Harbor Ave
E001893,insurer,2013,41 Cedar St
E001894,broker,2016,890 Foundry Rd
E001895,lab,2022,217 Quartz St
E001896,firm,1993,844 Canal St
E001897,lab,2009,690 Canal Ave
E001898,insurer,1992,25 Harbor Ave
E001899,insurer,2011,153 Harbor Blvd
E001900,broker,1990,606 Foundry Blvd
E001901,firm,2011,340 Cedar Rd
E001902,firm,2013,527 Cedar Ave
E001903,firm,2000,355 Quartz Blvd
E001904,insurer,2009,490 Canal Ave
E001905,forwarder,1992,314 Harbor Rd
E001906,firm,2000,610 Foundry Ave
E001907,insurer,2007,228 Foundry Rd
E001908,broker,2012,127 Canal Rd
E001909,insurer,1996,796 Foundry Ave
E001910,firm,2010,836 Cedar Rd
E001911,broker,2010,295 Harbor Blvd
E001912,insurer,1994,678 Canal Blvd
E001913,forwarder,2015,57 Quartz St
E001914,insurer,1993,112 Quartz Blvd
E001915,firm,2020,494 Cedar St
E001916,lab,2009,971 Canal Rd
E001917,lab,2002,151 Harbor St
E001918,forwarder,1998,167 Cedar Rd
E001919,insurer,2020,273 Cedar Ave
E001920,forwarder,2016,113 Canal Ave
E001921,lab,2011,13 Harbor Blvd
E001922,insurer,2004,395 Canal Rd
E001923,lab,2019,173 Quartz Blvd
E001924,broker,2019,331 Foundry Rd
E001925,broker,1999,434 Quartz Ave
E001926,firm,2009,339 Cedar St
E001927,firm,2019,640 Cedar St
E001928,broker,1998,449 Quartz Ave
E001929,insurer,2007,259 Quartz Blvd
E001930,insurer,2005,37 Quartz Rd
E001931,broker,2008,621 Canal St
E001932,insurer,1991,358 Canal Blvd
E001933,broker,1994,369 Foundry Rd
E001934,firm,2001,563 Harbor St
E001935,broker,2001,822 Foundry St
E001936,broker,2001,878 Foundry Ave
E001937,forwarder,2011,147 Harbor Ave
E001938,broker,2020,128 Cedar Blvd
E001939,broker,1997,605 Cedar Ave
E001940,forwarder,2000,361 Harbor Ave
E001941,insurer,1991,95 Quartz Blvd
E001942,forwarder,2015,108 Cedar Ave
E001943,broker,2018,605 Foundry Rd
E001944,firm,2021,844 Cedar Ave
E001945,lab,2003,404 Cedar St
E001946,forwarder,2018,602 Harbor Rd
E001947,lab,2012,47 Foundry St
E001948,lab,2003,437 Quartz Ave
E001949,broker,2018,530 Canal Ave
E001950,firm,1992,173 Canal Blvd
E001951,forwarder,2006,364 Canal Blvd
E001952,lab,2013,83 Harbor Ave
E001953,forwarder,2013,701 Quartz Blvd
E001954,insurer,2001,465 Cedar Blvd
E001955,insurer,2013,503 Canal Blvd
E001956,forwarder,2010,744 Quartz Rd
E001957,firm,2020,561 Canal Rd
E001958,forwarder,1994,429 Quartz Blvd
E001959,firm,2012,540 Cedar Ave
E001960,broker,2006,972 Quartz Blvd
E001961,forwarder,2018,262 Cedar St
E001962,broker,1993,676 Quartz Blvd
E001963,firm,1991,557 Quartz St
E001964,broker,2017,782 Quartz Rd
E001965,insurer,2006,499 Quartz Blvd
E001966,lab,2021,474 Foundry Rd
E001967,forwarder,2024,510 Foundry St
E001968,lab,1991,874 Harbor St
E001969,insurer,2005,358 Foundry Ave
E001970,broker,2017,78 Quartz Ave
E001971,broker,2024,768 Foundry Ave
E001972,insurer,2024,869 Foundry Rd
E001973,firm,2021,540 Cedar St
E001974,broker,2002,165 Harbor Rd
E001975,broker,2005,846 Harbor Rd
E001976,lab,2023,663 Quartz St
E001977,lab,2016,918 Harbor Rd
E001978,insurer,2008,759 Harbor St
E001979,insurer,2019,632 Quartz Rd
E001980,insurer,2004,797 Cedar Ave
E001981,broker,1990,651 Canal St
E001982,forwarder,2015,760 Quartz Blvd
E001983,insurer,2007,173 Harbor Blvd
E001984,firm,2008,78 Cedar Rd
E001985,broker,1996,919 Harbor Blvd
E001986,lab,2021,341 Cedar Ave
E001987,broker,2014,325 Quartz Ave
E001988,insurer,2002,648 Quartz Rd
E001989,insurer,2004,225 Harbor Rd
E001990,lab,2011,990 Quartz Rd
E001991,lab,2024,316 Quartz Rd
E001992,lab,2015,400 Quartz Rd
E001993,broker,2021,173 Quartz Ave
E001994,firm,2021,156 Foundry St
E001995,lab,2018,965 Harbor Rd
E001996,lab,1999,664 Cedar Blvd
E001997,lab,2000,155 Canal Rd
E001998,insurer,2008,198 Canal Blvd
E001999,insurer,1994,494 Foundry Blvd
