payment_id,shipment_id,method,amount,ccy,bank,broker
P0002079,S0001156,letter_of_credit,118468,JPY,bank_C,broker_X
P0002080,S0001784,letter_of_credit,71384,USD,bank_B,broker_Z
P0002081,S0002415,letter_of_credit,192254,EUR,bank_B,broker_Y
P0002082,S0002726,wire,89223,USD,bank_C,broker_Z
P0002083,S0004758,wire,145663,EUR,bank_C,broker_Z
P0002084,S0000710,letter_of_credit,125688,USD,bank_A,broker_X
P0002085,S0003108,wire,140154,EUR,bank_B,broker_X
P0002086,S0004544,letter_of_credit,194402,USD,bank_A,broker_Y
P0002087,S0004546,wire,44745,JPY,bank_B,broker_X
P0002088,S0003623,letter_of_credit,124168,USD,bank_B,broker_Z
P0002089,S0000530,wire,75207,USD,bank_B,broker_Y
P0002090,S0003100,letter_of_credit,73915,USD,bank_B,broker_X
P0002091,S0004105,cashlike,48378,JPY,bank_C,broker_Y
P0002092,S0004855,letter_of_credit,60182,USD,bank_C,broker_Z
P0002093,S0004817,letter_of_credit,115930,EUR,bank_C,broker_X
P0002094,S0004356,letter_of_credit,144408,USD,bank_B,broker_Y
P0002095,S0002541,letter_of_credit,157273,JPY,bank_C,broker_Y
P0002096,S0000479,cashlike,150103,JPY,bank_A,broker_Y
P0002097,S0002627,cashlike,93858,JPY,bank_C,broker_Z
P0002098,S0003668,wire,58722,EUR,bank_A,broker_Y
P0002099,S0002779,wire,58847,USD,bank_A,broker_Y
P0002100,S0004343,cashlike,111517,JPY,bank_B,broker_Y
P0002101,S0001269,letter_of_credit,132269,USD,bank_C,broker_Z
P0002102,S0001315,cashlike,149583,EUR,bank_B,broker_Y
P0002103,S0000547,wire,92165,EUR,bank_A,broker_X
P0002104,S0000418,letter_of_credit,170994,USD,bank_C,broker_Y
P0002105,S0002149,wire,173790,EUR,bank_C,broker_Y
P0002106,S0004184,cashlike,113209,USD,bank_B,broker_Z
P0002107,S0002722,letter_of_credit,75834,USD,bank_A,broker_X
P0002108,S0001128,cashlike,182627,EUR,bank_C,broker_X
P0002109,S0002526,cashlike,174045,USD,bank_B,broker_X
P0002110,S0001796,wire,70767,EUR,bank_B,broker_X
P0002111,S0003646,cashlike,124020,EUR,bank_B,broker_X
P0002112,S0001663,cashlike,39536,JPY,bank_A,broker_Y
P0002113,S0002371,wire,103305,USD,bank_A,broker_Y
P0002114,S0004677,letter_of_credit,17098,EUR,bank_A,broker_Y
P0002115,S0001659,letter_of_credit,174178,EUR,bank_A,broker_Y
P0002116,S0001693,cashlike,12076,JPY,bank_C,broker_Z
P0002117,S0001666,letter_of_credit,102660,USD,bank_B,broker_Z
P0002118,S0000816,cashlike,107965,USD,bank_A,broker_Y
P0002119,S0000565,letter_of_credit,180876,JPY,bank_B,broker_Z
P0002120,S0003709,wire,17822,USD,bank_B,broker_X
P0002121,S0002811,wire,46323,JPY,bank_C,broker_X
P0002122,S0001366,cashlike,76606,EUR,bank_B,broker_Z
P0002123,S0000643,cashlike,182248,JPY,bank_B,broker_X
P0002124,S0000684,letter_of_credit,32005,EUR,bank_C,broker_Z
P0002125,S0002120,letter_of_credit,118207,USD,bank_B,broker_X
P0002126,S0003379,letter_of_credit,25575,EUR,bank_B,broker_Y
P0002127,S0000123,letter_of_credit,47672,EUR,bank_B,broker_Z
P0002128,S0002075,wire,87153,JPY,bank_B,broker_Y
P0002129,S0001052,letter_of_credit,44545,USD,bank_B,broker_Y
P0002130,S0002758,letter_of_credit,62995,USD,bank_B,broker_X
P0002131,S0002116,wire,191658,EUR,bank_C,broker_X
P0002132,S0004000,wire,142312,JPY,bank_C,broker_Z
P0002133,S0003707,wire,106823,JPY,bank_B,broker_Y
P0002134,S0004895,cashlike,191203,JPY,bank_A,broker_X
P0002135,S0004411,wire,105934,EUR,bank_C,broker_X
P0002136,S0004555,wire,61668,USD,bank_C,broker_Y
P0002137,S0002211,letter_of_credit,197021,USD,bank_A,broker_X
P0002138,S0004544,letter_of_credit,127355,JPY,bank_C,broker_X
P0002139,S0002159,wire,149445,EUR,bank_B,broker_X
P0002140,S0001687,cashlike,49508,JPY,bank_B,broker_X
P0002141,S0003525,wire,135580,USD,bank_C,broker_Z
P0002142,S0002520,cashlike,72035,EUR,bank_B,broker_X
P0002143,S0003283,letter_of_credit,97671,JPY,bank_C,broker_Y
P0002144,S0003924,wire,165196,USD,bank_A,broker_Z
P0002145,S0002012,wire,193537,EUR,bank_B,broker_Y
P0002146,S0002978,wire,79229,JPY,bank_C,broker_Y
P0002147,S0001566,cashlike,54069,USD,bank_B,broker_Y
P0002148,S0001603,wire,129583,USD,bank_B,broker_Z
P0002149,S0003614,wire,19115,USD,bank_A,broker_X
P0002150,S0002456,letter_of_credit,12794,USD,bank_B,broker_X
P0002151,S0004065,wire,14307,EUR,bank_B,broker_X
P0002152,S0003979,cashlike,179653,JPY,bank_A,broker_X
P0002153,S0001889,cashlike,38561,USD,bank_B,broker_X
P0002154,S0003470,letter_of_credit,121028,EUR,bank_C,broker_Z
P0002155,S0001973,letter_of_credit,17879,JPY,bank_C,broker_Z
P0002156,S0004307,cashlike,106716,USD,bank_C,broker_Y
P0002157,S0001276,cashlike,176694,JPY,bank_C,broker_X
P0002158,S0001951,letter_of_credit,132856,USD,bank_B,broker_Z
P0002159,S0004575,wire,59739,JPY,bank_B,broker_Z
P0002160,S0000409,cashlike,13190,USD,bank_A,broker_X
P0002161,S0003102,cashlike,59192,EUR,bank_A,broker_Y
P0002162,S0003224,wire,143905,USD,bank_B,broker_X
P0002163,S0002357,cashlike,78593,USD,bank_A,broker_X
P0002164,S0001784,cashlike,8339,EUR,bank_C,broker_Z
P0002165,S0004595,wire,66430,USD,bank_C,broker_Y
P0002166,S0003333,letter_of_credit,164067,EUR,bank_C,broker_Y
P0002167,S0001963,cashlike,188485,USD,bank_B,broker_Z
P0002168,S0001274,wire,158791,EUR,bank_C,broker_Z
P0002169,S0002254,cashlike,71168,EUR,bank_A,broker_Z
P0002170,S0004174,wire,66075,USD,bank_A,broker_Z
P0002171,S0004940,cashlike,137685,USD,bank_B,broker_Y
P0002172,S0004643,cashlike,189663,EUR,bank_C,broker_Y
P0002173,S0001283,cashlike,36549,JPY,bank_B,broker_X
P0002174,S0002627,wire,152292,EUR,bank_C,broker_Z
P0002175,S0000732,letter_of_credit,125207,EUR,bank_B,broker_X
P0002176,S0004523,cashlike,188303,EUR,bank_B,broker_Y
P0002177,S0002003,letter_of_credit,104867,JPY,bank_A,broker_Y
P0002178,S0001344,cashlike,60336,JPY,bank_C,broker_Y
P0002179,S0004198,wire,177892,JPY,bank_C,broker_X
P0002180,S0004659,cashlike,46601,JPY,bank_B,broker_Y
P0002181,S0004471,wire,34870,JPY,bank_C,broker_Z
P0002182,S0001476,cashlike,170455,JPY,bank_C,broker_Y
P0002183,S0000619,letter_of_credit,176601,USD,bank_B,broker_Z
P0002184,S0000010,cashlike,95257,EUR,bank_A,broker_Y
P0002185,S0001150,letter_of_credit,6915,EUR,bank_A,broker_Z
P0002186,S0003793,wire,57438,EUR,bank_A,broker_X
P0002187,S0002238,letter_of_credit,100953,JPY,bank_A,broker_Z
P0002188,S0002138,wire,169236,JPY,bank_A,broker_Z
P0002189,S0000048,letter_of_credit,123139,JPY,bank_A,broker_X
P0002190,S0004902,letter_of_credit,79633,EUR,bank_B,broker_X
P0002191,S0003710,letter_of_credit,71738,JPY,bank_A,broker_X
P0002192,S0002034,wire,108884,EUR,bank_B,broker_Z
P0002193,S0002559,wire,71810,JPY,bank_B,broker_X
P0002194,S0004886,letter_of_credit,185648,JPY,bank_A,broker_Y
P0002195,S0003686,letter_of_credit,86307,JPY,bank_C,broker_Z
P0002196,S0002370,wire,15231,JPY,bank_B,broker_Z
P0002197,S0001623,wire,114238,EUR,bank_B,broker_X
P0002198,S0003292,wire,124420,USD,bank_A,broker_Z
P0002199,S0001967,wire,122347,EUR,bank_C,broker_X
P0002200,S0002592,wire,181112,JPY,bank_A,broker_Y
P0002201,S0000794,wire,171796,JPY,bank_A,broker_Y
P0002202,S0004806,cashlike,194269,JPY,bank_C,broker_Y
P0002203,S0001087,letter_of_credit,173539,JPY,bank_C,broker_X
P0002204,S0001864,cashlike,33689,USD,bank_C,broker_X
P0002205,S0000106,letter_of_credit,1777,EUR,bank_C,broker_Y
P0002206,S0002606,wire,143772,USD,bank_C,broker_Y
P0002207,S0003149,wire,150480,EUR,bank_A,broker_Y
P0002208,S0003708,wire,3303,EUR,bank_C,broker_Z
P0002209,S0000570,cashlike,157917,USD,bank_A,broker_X
P0002210,S0001129,cashlike,173353,USD,bank_C,broker_X
P0002211,S0000489,cashlike,145679,JPY,bank_B,broker_Z
P0002212,S0001047,wire,98788,EUR,bank_B,broker_Z
P0002213,S0001088,cashlike,87349,USD,bank_B,broker_X
P0002214,S0003938,cashlike,137282,JPY,bank_B,broker_X
P0002215,S0003500,cashlike,1823,JPY,bank_A,broker_Z
P0002216,S0001072,cashlike,169020,EUR,bank_B,broker_Y
P0002217,S0003960,letter_of_credit,23707,EUR,bank_A,broker_Z
P0002218,S0004677,letter_of_credit,178308,EUR,bank_A,broker_Y
P0002219,S0001779,letter_of_credit,25729,USD,bank_B,broker_Y
P0002220,S0001903,cashlike,145690,JPY,bank_A,broker_Z
P0002221,S0004356,letter_of_credit,109288,USD,bank_A,broker_X
P0002222,S0002600,wire,54066,JPY,bank_B,broker_Y
P0002223,S0004716,cashlike,40193,USD,bank_A,broker_Z
P0002224,S0001235,letter_of_credit,47793,JPY,bank_A,broker_X
P0002225,S0001378,wire,53749,USD,bank_C,broker_X
P0002226,S0002563,cashlike,135580,JPY,bank_C,broker_X
P0002227,S0002779,letter_of_credit,188695,EUR,bank_C,broker_Z
P0002228,S0000595,letter_of_credit,17461,EUR,bank_C,broker_X
P0002229,S0000144,letter_of_credit,156458,JPY,bank_B,broker_X
P0002230,S0004419,letter_of_credit,159020,JPY,bank_A,broker_X
P0002231,S0001915,wire,199719,EUR,bank_A,broker_Y
P0002232,S0003845,cashlike,35537,EUR,bank_A,broker_Z
P0002233,S0000032,letter_of_credit,61834,USD,bank_B,broker_Z
P0002234,S0000287,letter_of_credit,193517,JPY,bank_C,broker_Z
P0002235,S0003641,cashlike,82383,USD,bank_B,broker_Y
P0002236,S0000848,cashlike,121031,JPY,bank_B,broker_X
P0002237,S0004614,wire,38873,JPY,bank_A,broker_Z
P0002238,S0003408,letter_of_credit,168031,JPY,bank_A,broker_X
P0002239,S0002443,cashlike,32252,JPY,bank_B,broker_Y
P0002240,S0001135,letter_of_credit,154454,EUR,bank_B,broker_X
P0002241,S0000912,letter_of_credit,9791,EUR,bank_B,broker_Z
P0002242,S0000988,cashlike,71876,USD,bank_A,broker_Y
P0002243,S0004865,letter_of_credit,61094,EUR,bank_A,broker_Y
P0002244,S0000679,letter_of_credit,15834,USD,bank_B,broker_X
P0002245,S0001826,letter_of_credit,127877,EUR,bank_B,broker_Z
P0002246,S0001206,letter_of_credit,129311,EUR,bank_A,broker_Y
P0002247,S0003277,letter_of_credit,59366,JPY,bank_A,broker_X
P0002248,S0003787,letter_of_credit,144462,EUR,bank_A,broker_Z
P0002249,S0002896,letter_of_credit,160328,USD,bank_C,broker_X
P0002250,S0002767,letter_of_credit,81351,JPY,bank_C,broker_X
P0002251,S0003835,wire,90848,USD,bank_B,broker_Y
P0002252,S0000231,wire,189485,JPY,bank_A,broker_Z
P0002253,S0000724,letter_of_credit,98712,EUR,bank_A,broker_Y
P0002254,S0004737,letter_of_credit,88764,EUR,bank_A,broker_Z
P0002255,S0001006,cashlike,115938,EUR,bank_B,broker_Z
P0002256,S0003700,cashlike,46135,JPY,bank_A,broker_Y
P0002257,S0000580,cashlike,18570,USD,bank_A,broker_Y
P0002258,S0003959,cashlike,195504,EUR,bank_B,broker_Z
P0002259,S0004883,wire,19680,USD,bank_A,broker_Z
P0002260,S0004993,cashlike,174548,USD,bank_C,broker_X
P0002261,S0000933,cashlike,179447,EUR,bank_B,broker_X
P0002262,S0004690,letter_of_credit,186914,EUR,bank_A,broker_Z
P0002263,S0001114,cashlike,17434,USD,bank_C,broker_X
P0002264,S0004094,wire,53738,JPY,bank_B,broker_Y
P0002265,S0000076,wire,3254,USD,bank_B,broker_X
P0002266,S0001277,letter_of_credit,198648,USD,bank_A,broker_Z
P0002267,S0002545,wire,123986,EUR,bank_A,broker_X
P0002268,S0003512,letter_of_credit,66874,EUR,bank_C,broker_Y
P0002269,S0001204,letter_of_credit,198663,USD,bank_A,broker_X
P0002270,S0000083,cashlike,43506,EUR,bank_C,broker_Y
P0002271,S0003811,letter_of_credit,153290,USD,bank_A,broker_X
P0002272,S0001793,wire,147874,JPY,bank_A,broker_Y
P0002273,S0004393,wire,85321,EUR,bank_B,broker_Y
P0002274,S0002591,wire,144112,USD,bank_C,broker_X
P0002275,S0000330,cashlike,19004,USD,bank_C,broker_X
P0002276,S0002511,cashlike,120922,EUR,bank_C,broker_X
P0002277,S0001928,wire,170842,EUR,bank_A,broker_Y
P0002278,S0003656,wire,8585,JPY,bank_A,broker_X
P0002279,S0000600,wire,130490,JPY,bank_A,broker_Z
P0002280,S0001901,cashlike,41108,JPY,bank_C,broker_X
P0002281,S0000625,cashlike,127598,EUR,bank_B,broker_X
P0002282,S0002122,wire,145167,USD,bank_B,broker_Z
P0002283,S0001370,wire,101114,USD,bank_B,broker_Y
P0002284,S0004450,cashlike,152885,JPY,bank_B,broker_Z
P0002285,S0004756,letter_of_credit,122100,EUR,bank_C,broker_Z
P0002286,S0000585,wire,135691,JPY,bank_B,broker_X
P0002287,S0000633,wire,165376,JPY,bank_A,broker_Z
P0002288,S0001314,cashlike,69307,JPY,bank_C,broker_Z
P0002289,S0001218,letter_of_credit,146388,JPY,bank_B,broker_X
P0002290,S0001081,letter_of_credit,139604,EUR,bank_B,broker_Y
P0002291,S0003813,cashlike,170021,EUR,bank_A,broker_X
P0002292,S0003715,letter_of_credit,35203,USD,bank_C,broker_Y
P0002293,S0002627,wire,147760,JPY,bank_B,broker_Y
P0002294,S0003864,wire,147543,EUR,bank_B,broker_X
P0002295,S0004538,letter_of_credit,84966,USD,bank_A,broker_X
P0002296,S0004845,cashlike,50235,EUR,bank_B,broker_Y
P0002297,S0001001,wire,155823,JPY,bank_B,broker_X
P0002298,S0000847,letter_of_credit,45358,JPY,bank_C,broker_Y
P0002299,S0000365,wire,152404,JPY,bank_C,broker_Z
P0002300,S0001012,cashlike,121674,JPY,bank_C,broker_Z
P0002301,S0000283,cashlike,134450,USD,bank_C,broker_Y
P0002302,S0004459,letter_of_credit,81334,JPY,bank_B,broker_Y
P0002303,S0001263,wire,122112,EUR,bank_C,broker_Z
P0002304,S0004563,letter_of_credit,143755,USD,bank_C,broker_Y
P0002305,S0002968,cashlike,173494,EUR,bank_C,broker_Y
P0002306,S0000572,wire,142779,JPY,bank_C,broker_X
P0002307,S0001368,letter_of_credit,118512,USD,bank_C,broker_Z
P0002308,S0001769,letter_of_credit,26966,JPY,bank_C,broker_Z
P0002309,S0003166,wire,20655,JPY,bank_B,broker_Z
P0002310,S0000813,cashlike,198382,EUR,bank_B,broker_Z
P0002311,S0004534,cashlike,29686,USD,bank_B,broker_Y
P0002312,S0002452,cashlike,109855,JPY,bank_C,broker_Y
P0002313,S0000067,wire,169536,EUR,bank_C,broker_Z
P0002314,S0000042,letter_of_credit,164934,EUR,bank_A,broker_X
P0002315,S0002449,cashlike,146585,EUR,bank_B,broker_X
P0002316,S0003635,letter_of_credit,90773,USD,bank_C,broker_X
P0002317,S0001634,cashlike,35814,JPY,bank_C,broker_Z
P0002318,S0003363,letter_of_credit,105383,USD,bank_C,broker_Z
P0002319,S0003543,letter_of_credit,192603,JPY,bank_B,broker_Y
P0002320,S0001531,cashlike,194250,EUR,bank_C,broker_Y
P0002321,S0001592,cashlike,38460,EUR,bank_C,broker_Z
P0002322,S0004314,wire,51406,USD,bank_B,broker_Y
P0002323,S0003328,letter_of_credit,59636,USD,bank_A,broker_X
P0002324,S0003102,letter_of_credit,194392,USD,bank_C,broker_Y
P0002325,S0003052,cashlike,15485,USD,bank_C,broker_Z
P0002326,S0004560,wire,89574,USD,bank_A,broker_Z
P0002327,S0003904,letter_of_credit,44975,JPY,bank_B,broker_Z
P0002328,S0004317,wire,97170,USD,bank_A,broker_X
P0002329,S0004501,letter_of_credit,142793,USD,bank_B,broker_X
P0002330,S0001401,letter_of_credit,2220,EUR,bank_B,broker_X
P0002331,S0002591,wire,130556,JPY,bank_A,broker_Z
P0002332,S0004794,cashlike,132869,JPY,bank_B,broker_X
P0002333,S0001959,wire,85000,EUR,bank_C,broker_Y
P0002334,S0001230,wire,12464,EUR,bank_A,broker_Z
P0002335,S0002474,wire,82004,EUR,bank_C,broker_X
P0002336,S0001670,letter_of_credit,185975,EUR,bank_B,broker_Y
P0002337,S0003639,letter_of_credit,186554,USD,bank_A,broker_X
P0002338,S0000552,cashlike,91383,USD,bank_C,broker_Y
P0002339,S0002327,wire,126953,JPY,bank_B,broker_Z
P0002340,S0003736,wire,32574,JPY,bank_B,broker_X
P0002341,S0001368,wire,100108,USD,bank_A,broker_X
P0002342,S0004604,wire,87640,EUR,bank_A,broker_X
P0002343,S0000567,cashlike,50454,USD,bank_B,broker_X
P0002344,S0002247,cashlike,5583,JPY,bank_A,broker_Z
P0002345,S0003684,letter_of_credit,18768,JPY,bank_A,broker_Z
P0002346,S0004285,wire,56787,JPY,bank_B,broker_Y
P0002347,S0004112,letter_of_credit,165805,USD,bank_A,broker_X
P0002348,S0000733,cashlike,10153,EUR,bank_B,broker_Z
P0002349,S0004369,wire,69594,JPY,bank_A,broker_Z
P0002350,S0004916,wire,140128,EUR,bank_B,broker_X
P0002351,S0004503,letter_of_credit,97259,EUR,bank_A,broker_Y
P0002352,S0001433,wire,84111,EUR,bank_B,broker_Z
P0002353,S0003981,cashlike,32801,JPY,bank_C,broker_Y
P0002354,S0003770,cashlike,57365,EUR,bank_C,broker_Z
P0002355,S0003117,letter_of_credit,176600,USD,bank_A,broker_Y
P0002356,S0002488,letter_of_credit,168663,EUR,bank_B,broker_Z
P0002357,S0003411,letter_of_credit,58494,USD,bank_A,broker_Y
P0002358,S0003828,letter_of_credit,136617,EUR,bank_C,broker_X
P0002359,S0001069,cashlike,131361,EUR,bank_B,broker_Z
P0002360,S0000967,wire,65042,JPY,bank_C,broker_Y
P0002361,S0000597,letter_of_credit,48918,EUR,bank_C,broker_X
P0002362,S0004143,letter_of_credit,139498,USD,bank_C,broker_Y
P0002363,S0001245,wire,80775,EUR,bank_B,broker_Y
P0002364,S0002172,letter_of_credit,38887,USD,bank_B,broker_Y
P0002365,S0001966,letter_of_credit,150506,USD,bank_A,broker_Y
P0002366,S0004284,cashlike,57906,JPY,bank_B,broker_X
P0002367,S0002096,letter_of_credit,39854,EUR,bank_A,broker_Z
P0002368,S0004450,letter_of_credit,198349,JPY,bank_C,broker_Y
P0002369,S0004258,cashlike,29338,JPY,bank_C,broker_Z
P0002370,S0001027,letter_of_credit,187569,USD,bank_C,broker_X
P0002371,S0002602,wire,159013,USD,bank_A,broker_X
P0002372,S0001975,cashlike,197148,USD,bank_B,broker_X
P0002373,S0002661,cashlike,4150,USD,bank_B,broker_Y
P0002374,S0000981,wire,141299,USD,bank_C,broker_Y
P0002375,S0004760,letter_of_credit,13875,USD,bank_B,broker_Y
P0002376,S0002424,cashlike,1260,EUR,bank_A,broker_X
P0002377,S0002573,cashlike,99477,JPY,bank_B,broker_Z
P0002378,S0004633,cashlike,99596,JPY,bank_C,broker_X
P0002379,S0000389,wire,28856,JPY,bank_A,broker_X
P0002380,S0003015,letter_of_credit,183172,EUR,bank_A,broker_Z
P0002381,S0000363,cashlike,163855,USD,bank_A,broker_Y
P0002382,S0004616,cashlike,129749,JPY,bank_C,broker_Z
P0002383,S0000439,cashlike,139170,JPY,bank_A,broker_X
P0002384,S0001174,letter_of_credit,133437,USD,bank_A,broker_X
P0002385,S0000865,cashlike,59481,USD,bank_C,broker_X
P0002386,S0001186,wire,26766,JPY,bank_B,broker_X
P0002387,S0003931,wire,170426,JPY,bank_C,broker_X
P0002388,S0001302,wire,171063,EUR,bank_A,broker_Y
P0002389,S0004881,letter_of_credit,44730,EUR,bank_A,broker_Y
P0002390,S0004674,wire,176430,JPY,bank_C,broker_X
P0002391,S0001364,wire,14047,USD,bank_A,broker_X
P0002392,S0001592,wire,104560,EUR,bank_A,broker_Y
P0002393,S0001476,wire,29699,JPY,bank_C,broker_Y
P0002394,S0004019,letter_of_credit,66073,JPY,bank_B,broker_Z
P0002395,S0001490,letter_of_credit,46483,JPY,bank_B,broker_Y
P0002396,S0003254,cashlike,133791,JPY,bank_C,broker_X
P0002397,S0000700,wire,60499,JPY,bank_A,broker_X
P0002398,S0002893,cashlike,170024,JPY,bank_B,broker_Y
P0002399,S0001132,letter_of_credit,177703,JPY,bank_C,broker_Y
P0002400,S0004341,wire,19006,EUR,bank_A,broker_Y
P0002401,S0000270,letter_of_credit,134364,EUR,bank_C,broker_X
P0002402,S0000774,wire,105556,EUR,bank_C,broker_Z
P0002403,S0002941,wire,199488,USD,bank_C,broker_Z
P0002404,S0000019,cashlike,46414,JPY,bank_C,broker_X
P0002405,S0000578,letter_of_credit,183123,JPY,bank_C,broker_X
P0002406,S0003450,cashlike,193774,USD,bank_A,broker_X
P0002407,S0003586,cashlike,91699,EUR,bank_C,broker_X
P0002408,S0002439,wire,188330,USD,bank_B,broker_Z
P0002409,S0001310,letter_of_credit,84879,USD,bank_B,broker_X
P0002410,S0001923,cashlike,74470,EUR,bank_A,broker_Z
P0002411,S0001308,cashlike,50647,USD,bank_A,broker_Y
P0002412,S0004633,cashlike,91343,JPY,bank_B,broker_Z
P0002413,S0000669,letter_of_credit,25210,EUR,bank_C,broker_Z
P0002414,S0000264,cashlike,198131,JPY,bank_A,broker_Y
P0002415,S0002679,wire,143568,EUR,bank_B,broker_Z
P0002416,S0003802,cashlike,165642,JPY,bank_B,broker_X
P0002417,S0004554,cashlike,12025,USD,bank_B,broker_Y
P0002418,S0001169,letter_of_credit,108089,USD,bank_A,broker_Z
P0002419,S0000275,letter_of_credit,193760,USD,bank_B,broker_X
P0002420,S0000938,wire,16349,USD,bank_A,broker_X
P0002421,S0002346,cashlike,66404,USD,bank_B,broker_Y
P0002422,S0004937,letter_of_credit,24813,JPY,bank_B,broker_Z
P0002423,S0003173,letter_of_credit,122394,EUR,bank_A,broker_X
P0002424,S0001843,letter_of_credit,83829,EUR,bank_C,broker_Y
P0002425,S0004079,cashlike,99259,JPY,bank_A,broker_Y
P0002426,S0001503,wire,175699,JPY,bank_C,broker_X
P0002427,S0003549,wire,176836,EUR,bank_B,broker_Y
P0002428,S0004842,cashlike,44169,USD,bank_A,broker_X
P0002429,S0003428,cashlike,104826,EUR,bank_C,broker_Y
P0002430,S0002464,wire,55300,USD,bank_A,broker_X
P0002431,S0002887,cashlike,127512,USD,bank_A,broker_X
P0002432,S0002371,cashlike,33340,USD,bank_A,broker_X
P0002433,S0004658,wire,11238,JPY,bank_A,broker_X
P0002434,S0004457,letter_of_credit,150944,EUR,bank_C,broker_Y
P0002435,S0004599,wire,18698,JPY,bank_A,broker_X
P0002436,S0000142,cashlike,17697,JPY,bank_B,broker_X
P0002437,S0002727,wire,5946,USD,bank_B,broker_Z
P0002438,S0002980,wire,132346,JPY,bank_C,broker_Z
P0002439,S0002438,letter_of_credit,184353,EUR,bank_B,broker_Z
P0002440,S0003906,letter_of_credit,99217,EUR,bank_A,broker_Y
P0002441,S0002265,cashlike,29701,JPY,bank_B,broker_Y
P0002442,S0001404,cashlike,17207,EUR,bank_B,broker_Z
P0002443,S0000937,cashlike,178030,USD,bank_C,broker_X
P0002444,S0000189,wire,86190,USD,bank_C,broker_Z
P0002445,S0001782,letter_of_credit,123348,USD,bank_C,broker_Z
P0002446,S0000871,cashlike,19028,JPY,bank_C,broker_X
P0002447,S0001197,letter_of_credit,194851,EUR,bank_C,broker_Z
P0002448,S0004845,wire,111567,EUR,bank_C,broker_X
P0002449,S0000126,wire,198881,JPY,bank_C,broker_Z
P0002450,S0004552,letter_of_credit,181827,JPY,bank_C,broker_Y
P0002451,S0002785,cashlike,119119,EUR,bank_A,broker_Z
P0002452,S0001610,cashlike,173402,JPY,bank_A,broker_Y
P0002453,S0004788,wire,54499,USD,bank_A,broker_X
P0002454,S0000119,letter_of_credit,183889,EUR,bank_A,broker_Z
P0002455,S0002586,cashlike,2212,USD,bank_B,broker_Z
P0002456,S0002892,letter_of_credit,195795,EUR,bank_C,broker_Z
P0002457,S0003622,wire,143689,EUR,bank_A,broker_Y
P0002458,S0001077,wire,31555,JPY,bank_B,broker_Z
P0002459,S0001422,wire,127067,EUR,bank_C,broker_Y
P0002460,S0001716,wire,39560,JPY,bank_B,broker_Y
P0002461,S0001800,letter_of_credit,90980,USD,bank_B,broker_Y
P0002462,S0001755,letter_of_credit,82333,USD,bank_A,broker_Y
P0002463,S0000433,letter_of_credit,137330,EUR,bank_C,broker_X
P0002464,S0002932,letter_of_credit,166032,USD,bank_C,broker_Y
P0002465,S0000895,wire,84643,JPY,bank_A,broker_Y
P0002466,S0001884,cashlike,71875,EUR,bank_A,broker_Z
P0002467,S0001344,wire,112146,USD,bank_B,broker_Z
P0002468,S0002189,cashlike,29137,USD,bank_B,broker_Z
P0002469,S0004041,letter_of_credit,125255,EUR,bank_A,broker_X
P0002470,S0002466,wire,67438,USD,bank_A,broker_Z
P0002471,S0002584,letter_of_credit,4411,JPY,bank_C,broker_Y
P0002472,S0004183,cashlike,21852,USD,bank_A,broker_X
P0002473,S0003277,wire,103828,USD,bank_C,broker_X
P0002474,S0001360,wire,66304,EUR,bank_C,broker_X
P0002475,S0004079,wire,33880,USD,bank_C,broker_X
P0002476,S0001320,letter_of_credit,184971,USD,bank_A,broker_Y
P0002477,S0004808,wire,39581,JPY,bank_B,broker_X
P0002478,S0002104,wire,107967,JPY,bank_A,broker_Z
P0002479,S0000327,wire,73456,USD,bank_A,broker_Y
P0002480,S0003911,letter_of_credit,12989,EUR,bank_A,broker_Z
P0002481,S0001461,wire,86418,USD,bank_C,broker_X
P0002482,S0004251,cashlike,199256,JPY,bank_B,broker_Y
P0002483,S0003721,wire,93421,USD,bank_B,broker_X
P0002484,S0000936,letter_of_credit,70735,JPY,bank_B,broker_X
P0002485,S0003081,cashlike,195130,EUR,bank_A,broker_X
P0002486,S0002380,wire,141901,JPY,bank_B,broker_Z
P0002487,S0002102,letter_of_credit,34807,JPY,bank_C,broker_X
P0002488,S0001860,wire,164874,USD,bank_B,broker_X
P0002489,S0000579,cashlike,22016,JPY,bank_C,broker_Z
P0002490,S0000048,letter_of_credit,152503,EUR,bank_B,broker_Y
P0002491,S0003345,letter_of_credit,71367,USD,bank_C,broker_Z
P0002492,S0003435,letter_of_credit,111657,EUR,bank_B,broker_Y
P0002493,S0000386,wire,95926,USD,bank_A,broker_Y
P0002494,S0004410,cashlike,70688,JPY,bank_C,broker_X
P0002495,S0002247,cashlike,19420,JPY,bank_B,broker_Z
P0002496,S0001182,cashlike,150824,JPY,bank_B,broker_Z
P0002497,S0003858,cashlike,30667,JPY,bank_A,broker_X
P0002498,S0004842,cashlike,132665,USD,bank_C,broker_Y
P0002499,S0003975,letter_of_credit,92748,USD,bank_C,broker_Z
P0002500,S0003123,cashlike,21719,EUR,bank_A,broker_Z
P0002501,S0001097,cashlike,21424,EUR,bank_B,broker_Y
P0002502,S0000008,wire,64521,JPY,bank_A,broker_Z
P0002503,S0000099,cashlike,136513,EUR,bank_A,broker_Z
P0002504,S0003715,wire,197377,USD,bank_B,broker_Y
P0002505,S0000315,cashlike,32265,USD,bank_A,broker_X
