shipment_id,exporter_id,domain,incoterm,mode,qty,unit,invoice_id,description
S0002529,E000046,maritime_port_equipment,FOB,sea,306,L,INV171687,DESC maritime_port_equipment 681
S0002530,E000285,aerospace_uas_avionics,CIF,road,350,kg,INV655489,DESC aerospace_uas_avionics 932
S0002531,E001502,medical_bio_lab,DAP,air,193,L,INV478939,DESC medical_bio_lab 977
S0002532,E000130,luxury_dual_use_consumer,CIF,road,117,pcs,INV721317,DESC luxury_dual_use_consumer 524
S0002533,E001221,luxury_dual_use_consumer,CIF,road,3,L,INV955667,DESC luxury_dual_use_consumer 908
S0002534,E001912,medical_bio_lab,DAP,sea,333,kg,INV980401,DESC medical_bio_lab 856
S0002535,E001962,medical_bio_lab,DAP,sea,40,kg,INV133522,DESC medical_bio_lab 180
S0002536,E000326,aerospace_uas_avionics,FOB,air,303,L,INV948145,DESC aerospace_uas_avionics 630
S0002537,E001538,energy_equipment,CIF,road,263,kg,INV385589,DESC energy_equipment 491
S0002538,E000900,maritime_port_equipment,FOB,road,127,L,INV865151,DESC maritime_port_equipment 872
S0002539,E001518,maritime_port_equipment,DAP,air,105,kg,INV154082,DESC maritime_port_equipment 575
S0002540,E000237,aerospace_uas_avionics,DAP,sea,49,kg,INV494637,DESC aerospace_uas_avionics 917
S0002541,E001178,aerospace_uas_avionics,CIF,sea,147,L,INV671048,DESC aerospace_uas_avionics 286
S0002542,E001202,maritime_port_equipment,FOB,air,403,kg,INV991217,DESC maritime_port_equipment 33
S0002543,E001131,aerospace_uas_avionics,CIF,road,3,kg,INV629484,DESC aerospace_uas_avionics 910
S0002544,E001862,maritime_port_equipment,DAP,road,285,kg,INV992252,DESC maritime_port_equipment 994
S0002545,E000440,energy_equipment,CIF,sea,236,L,INV471625,DESC energy_equipment 172
S0002546,E001176,maritime_port_equipment,DAP,sea,467,pcs,INV349006,DESC maritime_port_equipment 478
S0002547,E000935,chemicals_precursors,FOB,air,467,pcs,INV916219,DESC chemicals_precursors 657
S0002548,E001969,energy_equipment,DAP,sea,108,pcs,INV184030,DESC energy_equipment 588
S0002549,E000692,maritime_port_equipment,DAP,air,228,kg,INV853123,DESC maritime_port_equipment 284
S0002550,E001456,energy_equipment,FOB,sea,346,kg,INV741119,DESC energy_equipment 112
S0002551,E000421,aerospace_uas_avionics,DAP,road,449,L,INV427781,DESC aerospace_uas_avionics 123
S0002552,E000331,aerospace_uas_avionics,CIF,road,259,kg,INV914448,DESC aerospace_uas_avionics 360
S0002553,E001190,aerospace_uas_avionics,CIF,sea,484,kg,INV452538,DESC aerospace_uas_avionics 702
S0002554,E000678,machine_tools,FOB,road,122,pcs,INV399433,DESC machine_tools 602
S0002555,E001548,medical_bio_lab,DAP,road,332,L,INV921495,DESC medical_bio_lab 743
S0002556,E001995,chemicals_precursors,FOB,road,179,kg,INV251772,DESC chemicals_precursors 973
S0002557,E001669,chemicals_precursors,FOB,air,326,pcs,INV620707,DESC chemicals_precursors 229
S0002558,E000225,aerospace_uas_avionics,FOB,air,342,L,INV263385,DESC aerospace_uas_avionics 411
S0002559,E000157,chemicals_precursors,CIF,road,477,pcs,INV618658,DESC chemicals_precursors 7
S0002560,E001490,chemicals_precursors,FOB,road,42,kg,INV344346,DESC chemicals_precursors 443
S0002561,E001234,luxury_dual_use_consumer,CIF,air,307,kg,INV604749,DESC luxury_dual_use_consumer 709
S0002562,E000485,energy_equipment,CIF,air,247,pcs,INV383482,DESC energy_equipment 298
S0002563,E000214,aerospace_uas_avionics,FOB,sea,75,pcs,INV566269,DESC aerospace_uas_avionics 809
S0002564,E001088,medical_bio_lab,DAP,road,439,pcs,INV729399,DESC medical_bio_lab 765
S0002565,E000482,medical_bio_lab,DAP,sea,478,L,INV118224,DESC medical_bio_lab 350
S0002566,E001339,energy_equipment,DAP,road,267,pcs,INV481836,DESC energy_equipment 447
S0002567,E001140,aerospace_uas_avionics,FOB,road,262,kg,INV370448,DESC aerospace_uas_avionics 744
S0002568,E001709,luxury_dual_use_consumer,FOB,sea,135,L,INV307638,DESC luxury_dual_use_consumer 286
S0002569,E001187,luxury_dual_use_consumer,FOB,air,335,L,INV642619,DESC luxury_dual_use_consumer 718
S0002570,E000868,luxury_dual_use_consumer,FOB,sea,361,kg,INV673094,DESC luxury_dual_use_consumer 564
S0002571,E000250,luxury_dual_use_consumer,FOB,air,396,pcs,INV222765,DESC luxury_dual_use_consumer 866
S0002572,E001773,aerospace_uas_avionics,CIF,sea,275,pcs,INV789716,DESC aerospace_uas_avionics 548
S0002573,E001264,chemicals_precursors,FOB,road,386,kg,INV689723,DESC chemicals_precursors 18
S0002574,E000714,energy_equipment,FOB,air,56,L,INV260408,DESC energy_equipment 312
S0002575,E001916,maritime_port_equipment,DAP,sea,14,kg,INV203477,DESC maritime_port_equipment 24
S0002576,E001887,maritime_port_equipment,FOB,road,122,L,INV755521,DESC maritime_port_equipment 625
S0002577,E001592,aerospace_uas_avionics,DAP,road,340,L,INV157078,DESC aerospace_uas_avionics 563
S0002578,E001250,machine_tools,DAP,sea,233,pcs,INV228417,DESC machine_tools 235
S0002579,E001964,chemicals_precursors,FOB,sea,268,pcs,INV569834,DESC chemicals_precursors 495
S0002580,E000164,medical_bio_lab,DAP,air,277,pcs,INV868734,DESC medical_bio_lab 350
S0002581,E000476,energy_equipment,DAP,road,388,pcs,INV798722,DESC energy_equipment 327
S0002582,E000763,medical_bio_lab,FOB,air,474,kg,INV921255,DESC medical_bio_lab 42
S0002583,E000670,aerospace_uas_avionics,CIF,air,141,L,INV421071,DESC aerospace_uas_avionics 97
S0002584,E001109,aerospace_uas_avionics,DAP,air,83,kg,INV244117,DESC aerospace_uas_avionics 747
S0002585,E000184,aerospace_uas_avionics,CIF,sea,19,kg,INV966522,DESC aerospace_uas_avionics 254
S0002586,E001308,chemicals_precursors,DAP,road,421,pcs,INV691083,DESC chemicals_precursors 854
S0002587,E001336,aerospace_uas_avionics,FOB,road,39,kg,INV255344,DESC aerospace_uas_avionics 175
S0002588,E001528,maritime_port_equipment,DAP,road,340,pcs,INV601047,DESC maritime_port_equipment 553
S0002589,E001130,machine_tools,FOB,sea,395,kg,INV299037,DESC machine_tools 330
S0002590,E001229,energy_equipment,FOB,sea,205,pcs,INV547854,DESC energy_equipment 730
S0002591,E000795,machine_tools,CIF,road,442,kg,INV962970,DESC machine_tools 673
S0002592,E000055,machine_tools,CIF,road,159,kg,INV518863,DESC machine_tools 593
S0002593,E001323,maritime_port_equipment,CIF,road,448,L,INV903648,DESC maritime_port_equipment 733
S0002594,E000778,medical_bio_lab,CIF,road,98,L,INV677017,DESC medical_bio_lab 773
S0002595,E001389,chemicals_precursors,FOB,air,304,kg,INV321243,DESC chemicals_precursors 600
S0002596,E000353,maritime_port_equipment,DAP,air,114,kg,INV653989,DESC maritime_port_equipment 108
S0002597,E001171,aerospace_uas_avionics,FOB,air,432,L,INV797653,DESC aerospace_uas_avionics 730
S0002598,E001225,luxury_dual_use_consumer,FOB,sea,4,pcs,INV907872,DESC luxury_dual_use_consumer 219
S0002599,E001716,maritime_port_equipment,DAP,air,304,L,INV584146,DESC maritime_port_equipment 571
S0002600,E001080,chemicals_precursors,FOB,road,309,kg,INV656556,DESC chemicals_precursors 180
S0002601,E000921,chemicals_precursors,FOB,road,353,pcs,INV910833,DESC chemicals_precursors 46
S0002602,E001622,aerospace_uas_avionics,FOB,air,387,pcs,INV128426,DESC aerospace_uas_avionics 141
S0002603,E000411,energy_equipment,CIF,air,59,pcs,INV501663,DESC energy_equipment 7
S0002604,E001887,luxury_dual_use_consumer,CIF,sea,382,kg,INV583490,DESC luxury_dual_use_consumer 440
S0002605,E000880,chemicals_precursors,FOB,sea,258,L,INV220339,DESC chemicals_precursors 764
S0002606,E001604,machine_tools,FOB,road,458,L,INV403722,DESC machine_tools 207
S0002607,E000023,medical_bio_lab,DAP,road,453,kg,INV926213,DESC medical_bio_lab 349
S0002608,E001229,chemicals_precursors,DAP,sea,159,L,INV562107,DESC chemicals_precursors 815
S0002609,E001831,chemicals_precursors,DAP,road,302,pcs,INV777026,DESC chemicals_precursors 385
S0002610,E001006,machine_tools,FOB,sea,104,pcs,INV657171,DESC machine_tools 830
S0002611,E000087,maritime_port_equipment,CIF,sea,283,pcs,INV776788,DESC maritime_port_equipment 378
S0002612,E000593,luxury_dual_use_consumer,DAP,road,271,kg,INV318519,DESC luxury_dual_use_consumer 12
S0002613,E001383,machine_tools,FOB,road,383,pcs,INV551221,DESC machine_tools 14
S0002614,E000132,energy_equipment,CIF,sea,59,L,INV157670,DESC energy_equipment 56
S0002615,E000478,medical_bio_lab,FOB,air,220,kg,INV701909,DESC medical_bio_lab 134
S0002616,E001419,medical_bio_lab,FOB,air,484,pcs,INV319609,DESC medical_bio_lab 927
S0002617,E000677,machine_tools,FOB,road,98,pcs,INV653537,DESC machine_tools 213
S0002618,E001646,machine_tools,DAP,air,379,kg,INV337282,DESC machine_tools 744
S0002619,E000687,aerospace_uas_avionics,FOB,road,293,pcs,INV755915,DESC aerospace_uas_avionics 112
S0002620,E001088,luxury_dual_use_consumer,DAP,road,468,L,INV769183,DESC luxury_dual_use_consumer 717
S0002621,E001600,medical_bio_lab,DAP,sea,28,pcs,INV279849,DESC medical_bio_lab 318
S0002622,E001913,chemicals_precursors,FOB,road,472,pcs,INV921085,DESC chemicals_precursors 804
S0002623,E001762,luxury_dual_use_consumer,CIF,air,56,kg,INV166776,DESC luxury_dual_use_consumer 287
S0002624,E000758,maritime_port_equipment,DAP,air,117,L,INV697112,DESC maritime_port_equipment 840
S0002625,E001956,luxury_dual_use_consumer,FOB,road,19,pcs,INV433410,DESC luxury_dual_use_consumer 234
S0002626,E000943,energy_equipment,FOB,road,32,L,INV907065,DESC energy_equipment 296
S0002627,E001359,energy_equipment,FOB,road,408,pcs,INV772164,DESC energy_equipment 697
S0002628,E001591,machine_tools,CIF,road,57,kg,INV687176,DESC machine_tools 13
S0002629,E000274,energy_equipment,DAP,sea,235,kg,INV199058,DESC energy_equipment 122
S0002630,E001942,chemicals_precursors,FOB,air,409,kg,INV838816,DESC chemicals_precursors 890
S0002631,E001566,maritime_port_equipment,CIF,road,385,pcs,INV403781,DESC maritime_port_equipment 609
S0002632,E000814,maritime_port_equipment,CIF,air,405,L,INV503583,DESC maritime_port_equipment 110
S0002633,E001704,energy_equipment,FOB,air,355,L,INV958617,DESC energy_equipment 899
S0002634,E000770,aerospace_uas_avionics,CIF,air,13,L,INV881393,DESC aerospace_uas_avionics 985
S0002635,E001655,medical_bio_lab,FOB,air,8,L,INV528297,DESC medical_bio_lab 403
S0002636,E000102,machine_tools,FOB,sea,491,kg,INV524972,DESC machine_tools 200
S0002637,E000153,maritime_port_equipment,FOB,air,406,L,INV628868,DESC maritime_port_equipment 220
S0002638,E000232,machine_tools,FOB,sea,85,L,INV538986,DESC machine_tools 168
S0002639,E001693,medical_bio_lab,CIF,road,75,pcs,INV139632,DESC medical_bio_lab 831
S0002640,E000337,machine_tools,FOB,road,353,pcs,INV607908,DESC machine_tools 315
S0002641,E001188,luxury_dual_use_consumer,DAP,sea,91,pcs,INV608291,DESC luxury_dual_use_consumer 169
S0002642,E000867,machine_tools,DAP,road,33,kg,INV265169,DESC machine_tools 277
S0002643,E001634,luxury_dual_use_consumer,FOB,air,450,kg,INV985372,DESC luxury_dual_use_consumer 899
S0002644,E001599,medical_bio_lab,FOB,air,84,kg,INV692014,DESC medical_bio_lab 212
S0002645,E001596,maritime_port_equipment,FOB,sea,210,pcs,INV679554,DESC maritime_port_equipment 212
S0002646,E000037,medical_bio_lab,CIF,road,312,pcs,INV681739,DESC medical_bio_lab 569
S0002647,E000848,chemicals_precursors,FOB,sea,500,pcs,INV135873,DESC chemicals_precursors 175
S0002648,E000276,aerospace_uas_avionics,DAP,road,317,kg,INV517380,DESC aerospace_uas_avionics 694
S0002649,E000836,maritime_port_equipment,DAP,road,132,kg,INV980323,DESC maritime_port_equipment 160
S0002650,E001657,luxury_dual_use_consumer,FOB,sea,140,kg,INV762756,DESC luxury_dual_use_consumer 10
S0002651,E000407,medical_bio_lab,DAP,air,492,kg,INV524974,DESC medical_bio_lab 877
S0002652,E001946,luxury_dual_use_consumer,CIF,air,447,pcs,INV811429,DESC luxury_dual_use_consumer 490
S0002653,E001063,aerospace_uas_avionics,FOB,sea,169,pcs,INV751922,DESC aerospace_uas_avionics 793
S0002654,E000639,aerospace_uas_avionics,DAP,road,154,L,INV973662,DESC aerospace_uas_avionics 786
S0002655,E000690,luxury_dual_use_consumer,CIF,air,277,L,INV740708,DESC luxury_dual_use_consumer 519
S0002656,E000854,luxury_dual_use_consumer,DAP,road,144,pcs,INV331654,DESC luxury_dual_use_consumer 415
S0002657,E001207,medical_bio_lab,FOB,sea,70,L,INV210728,DESC medical_bio_lab 551
S0002658,E000683,machine_tools,CIF,road,488,kg,INV918403,DESC machine_tools 315
S0002659,E001921,aerospace_uas_avionics,DAP,road,201,kg,INV423129,DESC aerospace_uas_avionics 525
S0002660,E000050,energy_equipment,CIF,air,132,kg,INV287523,DESC energy_equipment 640
S0002661,E001104,maritime_port_equipment,DAP,sea,407,pcs,INV884133,DESC maritime_port_equipment 639
S0002662,E001002,luxury_dual_use_consumer,FOB,road,345,L,INV828590,DESC luxury_dual_use_consumer 521
S0002663,E001131,luxury_dual_use_consumer,DAP,road,346,pcs,INV115037,DESC luxury_dual_use_consumer 453
S0002664,E000722,energy_equipment,FOB,road,338,kg,INV442746,DESC energy_equipment 844
S0002665,E000291,energy_equipment,FOB,road,160,pcs,INV482643,DESC energy_equipment 996
S0002666,E001398,medical_bio_lab,DAP,sea,338,pcs,INV830114,DESC medical_bio_lab 313
S0002667,E001333,chemicals_precursors,DAP,road,113,kg,INV504412,DESC chemicals_precursors 495
S0002668,E001271,energy_equipment,CIF,air,274,L,INV244015,DESC energy_equipment 380
S0002669,E001326,chemicals_precursors,DAP,road,448,pcs,INV635198,DESC chemicals_precursors 780
S0002670,E001707,machine_tools,CIF,air,497,L,INV762461,DESC machine_tools 395
S0002671,E001952,energy_equipment,CIF,road,89,kg,INV974908,DESC energy_equipment 18
S0002672,E001062,chemicals_precursors,DAP,air,304,pcs,INV246053,DESC chemicals_precursors 573
S0002673,E001467,luxury_dual_use_consumer,FOB,road,485,L,INV137703,DESC luxury_dual_use_consumer 877
S0002674,E000832,machine_tools,DAP,road,195,L,INV390290,DESC machine_tools 26
S0002675,E000820,energy_equipment,CIF,air,398,pcs,INV526910,DESC energy_equipment 509
S0002676,E000993,maritime_port_equipment,FOB,sea,318,pcs,INV999240,DESC maritime_port_equipment 96
S0002677,E000535,medical_bio_lab,CIF,sea,31,pcs,INV936298,DESC medical_bio_lab 94
S0002678,E001079,maritime_port_equipment,CIF,road,469,kg,INV825704,DESC maritime_port_equipment 533
S0002679,E000772,maritime_port_equipment,FOB,air,356,L,INV925843,DESC maritime_port_equipment 296
S0002680,E001841,luxury_dual_use_consumer,FOB,sea,96,kg,INV339545,DESC luxury_dual_use_consumer 965
S0002681,E000379,luxury_dual_use_consumer,FOB,air,101,pcs,INV269144,DESC luxury_dual_use_consumer 188
S0002682,E001096,medical_bio_lab,FOB,sea,493,kg,INV980661,DESC medical_bio_lab 531
S0002683,E000869,maritime_port_equipment,CIF,sea,251,pcs,INV405670,DESC maritime_port_equipment 272
S0002684,E001101,maritime_port_equipment,CIF,road,143,kg,INV848857,DESC maritime_port_equipment 773
S0002685,E001553,aerospace_uas_avionics,CIF,air,325,L,INV737036,DESC aerospace_uas_avionics 722
S0002686,E000861,chemicals_precursors,FOB,road,291,pcs,INV554959,DESC chemicals_precursors 311
S0002687,E001890,maritime_port_equipment,FOB,sea,382,L,INV652923,DESC maritime_port_equipment 716
S0002688,E000636,machine_tools,FOB,road,441,L,INV214561,DESC machine_tools 888
S0002689,E001140,maritime_port_equipment,CIF,air,355,L,INV870703,DESC maritime_port_equipment 383
S0002690,E001013,aerospace_uas_avionics,CIF,sea,6,pcs,INV549769,DESC aerospace_uas_avionics 803
S0002691,E000425,machine_tools,CIF,sea,319,pcs,INV635436,DESC machine_tools 520
S0002692,E000977,aerospace_uas_avionics,CIF,sea,477,pcs,INV969969,DESC aerospace_uas_avionics 553
S0002693,E001731,medical_bio_lab,CIF,sea,490,kg,INV467040,DESC medical_bio_lab 508
S0002694,E000026,machine_tools,DAP,air,158,kg,INV961061,DESC machine_tools 585
S0002695,E001394,aerospace_uas_avionics,DAP,air,253,L,INV574684,DESC aerospace_uas_avionics 201
S0002696,E000733,chemicals_precursors,DAP,sea,277,pcs,INV293789,DESC chemicals_precursors 366
S0002697,E000572,machine_tools,CIF,sea,162,L,INV139470,DESC machine_tools 595
S0002698,E001150,aerospace_uas_avionics,FOB,sea,465,kg,INV531302,DESC aerospace_uas_avionics 820
S0002699,E001876,aerospace_uas_avionics,DAP,air,322,L,INV338776,DESC aerospace_uas_avionics 146
S0002700,E000934,chemicals_precursors,CIF,sea,98,kg,INV578469,DESC chemicals_precursors 545
S0002701,E001322,energy_equipment,FOB,road,171,pcs,INV830496,DESC energy_equipment 184
S0002702,E001575,machine_tools,CIF,air,485,pcs,INV332400,DESC machine_tools 964
S0002703,E001494,maritime_port_equipment,CIF,road,418,L,INV537692,DESC maritime_port_equipment 665
S0002704,E000007,energy_equipment,DAP,air,265,kg,INV845236,DESC energy_equipment 131
S0002705,E000053,medical_bio_lab,FOB,road,269,pcs,INV360559,DESC medical_bio_lab 86
S0002706,E000533,medical_bio_lab,CIF,road,132,pcs,INV821634,DESC medical_bio_lab 495
S0002707,E000944,machine_tools,DAP,air,242,kg,INV270583,DESC machine_tools 626
S0002708,E001119,chemicals_precursors,DAP,sea,482,kg,INV412121,DESC chemicals_precursors 727
S0002709,E001360,luxury_dual_use_consumer,CIF,air,71,kg,INV545731,DESC luxury_dual_use_consumer 907
S0002710,E001743,chemicals_precursors,CIF,air,144,pcs,INV446950,DESC chemicals_precursors 820
S0002711,E001081,luxury_dual_use_consumer,FOB,road,379,L,INV878762,DESC luxury_dual_use_consumer 171
S0002712,E001487,machine_tools,CIF,road,175,L,INV299272,DESC machine_tools 363
S0002713,E000274,energy_equipment,CIF,road,208,L,INV510640,DESC energy_equipment 46
S0002714,E001591,chemicals_precursors,FOB,air,203,pcs,INV336557,DESC chemicals_precursors 798
S0002715,E001277,chemicals_precursors,CIF,sea,189,L,INV757186,DESC chemicals_precursors 368
S0002716,E001751,energy_equipment,DAP,sea,148,L,INV213562,DESC energy_equipment 125
S0002717,E000791,luxury_dual_use_consumer,FOB,road,191,kg,INV262277,DESC luxury_dual_use_consumer 624
S0002718,E000411,maritime_port_equipment,CIF,air,38,L,INV857061,DESC maritime_port_equipment 512
S0002719,E001524,medical_bio_lab,DAP,road,23,L,INV327489,DESC medical_bio_lab 242
S0002720,E000592,chemicals_precursors,FOB,road,158,kg,INV961269,DESC chemicals_precursors 252
S0002721,E001854,chemicals_precursors,FOB,air,16,pcs,INV434645,DESC chemicals_precursors 122
S0002722,E000335,maritime_port_equipment,DAP,air,430,kg,INV821500,DESC maritime_port_equipment 933
S0002723,E000005,energy_equipment,FOB,sea,446,L,INV338155,DESC energy_equipment 46
S0002724,E000283,machine_tools,CIF,road,27,kg,INV673981,DESC machine_tools 888
S0002725,E000871,energy_equipment,DAP,sea,423,L,INV255232,DESC energy_equipment 828
S0002726,E001499,medical_bio_lab,CIF,road,151,pcs,INV781835,DESC medical_bio_lab 967
S0002727,E000615,luxury_dual_use_consumer,DAP,road,394,kg,INV500861,DESC luxury_dual_use_consumer 429
S0002728,E001721,medical_bio_lab,FOB,road,433,pcs,INV147883,DESC medical_bio_lab 530
S0002729,E000126,aerospace_uas_avionics,CIF,air,456,pcs,INV872530,DESC aerospace_uas_avionics 665
S0002730,E001796,luxury_dual_use_consumer,CIF,road,36,L,INV837988,DESC luxury_dual_use_consumer 857
S0002731,E000799,medical_bio_lab,CIF,air,193,L,INV522437,DESC medical_bio_lab 528
S0002732,E000823,aerospace_uas_avionics,FOB,road,497,kg,INV207200,DESC aerospace_uas_avionics 189
S0002733,E000821,energy_equipment,DAP,air,478,kg,INV929624,DESC energy_equipment 163
S0002734,E000564,medical_bio_lab,DAP,air,124,kg,INV896298,DESC medical_bio_lab 690
S0002735,E000093,energy_equipment,DAP,road,175,L,INV285488,DESC energy_equipment 566
S0002736,E001488,aerospace_uas_avionics,DAP,air,151,pcs,INV540092,DESC aerospace_uas_avionics 148
S0002737,E001107,luxury_dual_use_consumer,DAP,road,211,pcs,INV988228,DESC luxury_dual_use_consumer 656
S0002738,E001749,chemicals_precursors,CIF,sea,122,L,INV404730,DESC chemicals_precursors 639
S0002739,E001034,luxury_dual_use_consumer,CIF,air,290,L,INV538983,DESC luxury_dual_use_consumer 424
S0002740,E001568,medical_bio_lab,DAP,air,86,L,INV594562,DESC medical_bio_lab 346
S0002741,E001522,energy_equipment,DAP,air,288,kg,INV274012,DESC energy_equipment 613
S0002742,E001981,machine_tools,FOB,road,238,kg,INV809963,DESC machine_tools 901
S0002743,E001650,aerospace_uas_avionics,FOB,road,16,L,INV905655,DESC aerospace_uas_avionics 991
S0002744,E000853,aerospace_uas_avionics,FOB,sea,383,pcs,INV777487,DESC aerospace_uas_avionics 494
S0002745,E001293,aerospace_uas_avionics,CIF,air,347,L,INV323453,DESC aerospace_uas_avionics 597
S0002746,E000382,aerospace_uas_avionics,DAP,sea,158,kg,INV891408,DESC aerospace_uas_avionics 610
S0002747,E001528,machine_tools,FOB,air,380,pcs,INV401788,DESC machine_tools 828
S0002748,E001099,chemicals_precursors,FOB,road,41,kg,INV355109,DESC chemicals_precursors 512
S0002749,E000958,luxury_dual_use_consumer,FOB,air,367,kg,INV980467,DESC luxury_dual_use_consumer 302
S0002750,E000616,energy_equipment,CIF,air,454,kg,INV151182,DESC energy_equipment 983
S0002751,E000799,chemicals_precursors,CIF,road,345,L,INV349530,DESC chemicals_precursors 226
S0002752,E000657,machine_tools,CIF,sea,410,pcs,INV192024,DESC machine_tools 317
S0002753,E000640,aerospace_uas_avionics,FOB,air,40,kg,INV561160,DESC aerospace_uas_avionics 636
S0002754,E000032,machine_tools,DAP,air,407,kg,INV659330,DESC machine_tools 899
S0002755,E000582,maritime_port_equipment,DAP,sea,29,L,INV892495,DESC maritime_port_equipment 649
S0002756,E000604,maritime_port_equipment,FOB,road,105,pcs,INV509594,DESC maritime_port_equipment 206
S0002757,E001518,chemicals_precursors,CIF,road,76,kg,INV196305,DESC chemicals_precursors 693
S0002758,E001468,chemicals_precursors,CIF,sea,453,pcs,INV777928,DESC chemicals_precursors 758
S0002759,E001805,luxury_dual_use_consumer,DAP,sea,362,L,INV289191,DESC luxury_dual_use_consumer 539
S0002760,E000664,machine_tools,DAP,sea,288,L,INV685843,DESC machine_tools 72
S0002761,E000963,aerospace_uas_avionics,DAP,sea,152,kg,INV889146,DESC aerospace_uas_avionics 269
S0002762,E000252,luxury_dual_use_consumer,CIF,sea,439,pcs,INV147129,DESC luxury_dual_use_consumer 124
S0002763,E000197,aerospace_uas_avionics,DAP,air,131,L,INV888143,DESC aerospace_uas_avionics 933
S0002764,E001680,aerospace_uas_avionics,FOB,road,398,L,INV342726,DESC aerospace_uas_avionics 242
S0002765,E000824,chemicals_precursors,DAP,road,46,kg,INV926397,DESC chemicals_precursors 617
S0002766,E000124,chemicals_precursors,CIF,road,301,kg,INV687034,DESC chemicals_precursors 646
S0002767,E001882,medical_bio_lab,DAP,air,455,kg,INV756242,DESC medical_bio_lab 138
S0002768,E001153,maritime_port_equipment,DAP,road,444,pcs,INV133123,DESC maritime_port_equipment 511
S0002769,E000465,machine_tools,DAP,air,105,L,INV761548,DESC machine_tools 31
S0002770,E001808,chemicals_precursors,FOB,sea,419,kg,INV292649,DESC chemicals_precursors 638
S0002771,E000518,medical_bio_lab,CIF,sea,153,kg,INV978973,DESC medical_bio_lab 954
S0002772,E000471,machine_tools,FOB,sea,71,pcs,INV129451,DESC machine_tools 50
S0002773,E000639,machine_tools,FOB,road,102,pcs,INV297854,DESC machine_tools 599
S0002774,E000871,machine_tools,FOB,sea,440,pcs,INV693737,DESC machine_tools 940
S0002775,E001566,machine_tools,DAP,air,46,L,INV349880,DESC machine_tools 707
S0002776,E001276,energy_equipment,DAP,sea,32,pcs,INV922029,DESC energy_equipment 229
S0002777,E000579,chemicals_precursors,CIF,road,455,pcs,INV388686,DESC chemicals_precursors 957
S0002778,E000673,energy_equipment,FOB,sea,264,kg,INV464120,DESC energy_equipment 346
S0002779,E000406,medical_bio_lab,CIF,sea,468,pcs,INV403036,DESC medical_bio_lab 618
S0002780,E000317,energy_equipment,DAP,air,154,kg,INV422707,DESC energy_equipment 893
S0002781,E000981,medical_bio_lab,CIF,road,363,L,INV399798,DESC medical_bio_lab 987
S0002782,E000593,aerospace_uas_avionics,FOB,air,376,L,INV804091,DESC aerospace_uas_avionics 682
S0002783,E000649,energy_equipment,FOB,sea,67,pcs,INV698764,DESC energy_equipment 399
S0002784,E000398,maritime_port_equipment,CIF,air,302,kg,INV968553,DESC maritime_port_equipment 737
S0002785,E001836,chemicals_precursors,CIF,air,484,pcs,INV402381,DESC chemicals_precursors 440
S0002786,E000740,aerospace_uas_avionics,DAP,sea,65,kg,INV964773,DESC aerospace_uas_avionics 488
S0002787,E000639,luxury_dual_use_consumer,FOB,sea,278,kg,INV192723,DESC luxury_dual_use_consumer 693
S0002788,E001256,energy_equipment,DAP,road,347,L,INV292178,DESC energy_equipment 783
S0002789,E000463,chemicals_precursors,CIF,sea,57,kg,INV997257,DESC chemicals_precursors 672
S0002790,E000028,chemicals_precursors,DAP,sea,100,kg,INV842985,DESC chemicals_precursors 119
S0002791,E000696,luxury_dual_use_consumer,FOB,sea,202,pcs,INV254103,DESC luxury_dual_use_consumer 615
S0002792,E001777,energy_equipment,DAP,sea,328,L,INV500662,DESC energy_equipment 971
S0002793,E001795,maritime_port_equipment,DAP,sea,64,pcs,INV901374,DESC maritime_port_equipment 451
S0002794,E001994,aerospace_uas_avionics,DAP,road,267,pcs,INV550473,DESC aerospace_uas_avionics 405
S0002795,E001236,chemicals_precursors,CIF,road,195,pcs,INV380166,DESC chemicals_precursors 562
S0002796,E001410,machine_tools,FOB,road,465,L,INV566837,DESC machine_tools 195
S0002797,E000357,maritime_port_equipment,FOB,air,283,L,INV109101,DESC maritime_port_equipment 288
S0002798,E001370,luxury_dual_use_consumer,DAP,air,107,L,INV683595,DESC luxury_dual_use_consumer 377
S0002799,E000126,chemicals_precursors,FOB,air,236,pcs,INV904104,DESC chemicals_precursors 364
S0002800,E001356,chemicals_precursors,CIF,air,148,pcs,INV181240,DESC chemicals_precursors 310
S0002801,E000954,aerospace_uas_avionics,CIF,sea,369,kg,INV424162,DESC aerospace_uas_avionics 261
S0002802,E001469,machine_tools,CIF,air,387,pcs,INV514672,DESC machine_tools 20
S0002803,E001811,machine_tools,DAP,sea,294,L,INV775754,DESC machine_tools 367
S0002804,E000254,machine_tools,CIF,air,496,pcs,INV145944,DESC machine_tools 511
S0002805,E001770,medical_bio_lab,CIF,road,165,pcs,INV648743,DESC medical_bio_lab 32
S0002806,E001089,machine_tools,CIF,air,83,kg,INV391700,DESC machine_tools 245
S0002807,E001656,luxury_dual_use_consumer,CIF,air,409,kg,INV908856,DESC luxury_dual_use_consumer 529
S0002808,E000432,chemicals_precursors,CIF,air,330,L,INV410461,DESC chemicals_precursors 28
S0002809,E001000,luxury_dual_use_consumer,CIF,road,334,L,INV699978,DESC luxury_dual_use_consumer 629
S0002810,E001973,machine_tools,FOB,sea,469,pcs,INV371554,DESC machine_tools 120
S0002811,E000402,chemicals_precursors,FOB,sea,6,kg,INV260644,DESC chemicals_precursors 699
