svc_id,entity_id,kind,hours,notes
SV001446,E001695,maintenance,37,notes
SV001447,E000903,maintenance,147,notes
SV001448,E001823,contract_mfg,93,notes
SV001449,E000275,maintenance,143,notes
SV001450,E000120,contract_mfg,172,notes
SV001451,E001997,maintenance,185,notes
SV001452,E000381,maintenance,131,notes
SV001453,E000283,engineering,66,notes
SV001454,E000418,contract_mfg,47,notes
SV001455,E001968,engineering,40,notes
SV001456,E001482,maintenance,185,notes
SV001457,E001329,maintenance,167,notes
SV001458,E001931,contract_mfg,181,notes
SV001459,E001381,engineering,110,notes
SV001460,E000113,contract_mfg,10,notes
SV001461,E001087,contract_mfg,46,notes
SV001462,E000504,engineering,55,notes
SV001463,E000958,maintenance,38,notes
SV001464,E001403,engineering,8,notes
SV001465,E000297,contract_mfg,68,notes
SV001466,E000420,maintenance,198,notes
SV001467,E000215,maintenance,70,notes
SV001468,E000162,contract_mfg,158,notes
SV001469,E001199,maintenance,41,notes
SV001470,E000168,maintenance,131,notes
SV001471,E001205,contract_mfg,42,notes
SV001472,E000451,engineering,107,notes
SV001473,E000220,maintenance,147,notes
SV001474,E001160,engineering,103,notes
SV001475,E001726,engineering,45,notes
SV001476,E001775,maintenance,162,notes
SV001477,E000457,maintenance,101,notes
SV001478,E001335,contract_mfg,179,notes
SV001479,E001355,engineering,133,notes
SV001480,E000643,engineering,65,notes
SV001481,E001292,contract_mfg,109,notes
SV001482,E000501,engineering,177,notes
SV001483,E000672,maintenance,178,notes
SV001484,E000304,engineering,147,notes
SV001485,E001470,maintenance,77,notes
SV001486,E001204,maintenance,102,notes
SV001487,E001423,engineering,53,notes
SV001488,E000836,contract_mfg,144,notes
SV001489,E000612,contract_mfg,105,notes
SV001490,E000421,maintenance,103,notes
SV001491,E001022,engineering,190,notes
SV001492,E001072,contract_mfg,101,notes
SV001493,E000886,engineering,15,notes
SV001494,E000666,engineering,36,notes
SV001495,E000073,contract_mfg,135,notes
SV001496,E001530,engineering,181,notes
SV001497,E001594,contract_mfg,193,notes
SV001498,E000775,contract_mfg,64,notes
SV001499,E001291,engineering,187,notes
